destination,baseline_stage,baseline_percentile,adjusted_probability,bootstrap_lower,bootstrap_upper,eligible_contestants,events,bootstrap_replicates
IMO,EMIC,0.3693877551020408,0.0567545467301661,0.02236223104592926,0.0828444911918537,1433,118,80
IMO,EMIC,0.38326530612244897,0.05393694173819564,0.020575901877246748,0.07600666312677341,1433,118,80
IMO,EMIC,0.39714285714285713,0.05147137638470413,0.01905788737536966,0.07128911729179378,1433,118,80
IMO,EMIC,0.4110204081632653,0.049325914688809605,0.018818018892264272,0.06813303395447258,1433,118,80
IMO,EMIC,0.42489795918367346,0.04747295647210522,0.017666759645249223,0.06538037190576122,1433,118,80
IMO,EMIC,0.43877551020408156,0.045888832535188884,0.016684578167109384,0.06286801504120239,1433,118,80
IMO,EMIC,0.4526530612244898,0.04455344996584411,0.016048324450381284,0.061666488507561165,1433,118,80
IMO,EMIC,0.4665306122448979,0.04344998552057187,0.016977219245455626,0.06134759471710742,1433,118,80
IMO,EMIC,0.4804081632653061,0.04256462498188717,0.01748887434286117,0.060901107730995725,1433,118,80
IMO,EMIC,0.4942857142857142,0.04188634646360105,0.016959507432970155,0.06064952983234084,1433,118,80
IMO,EMIC,0.5081632653061224,0.041406745797627924,0.016564443689311224,0.06059074662506727,1433,118,80
IMO,EMIC,0.5220408163265305,0.04111990237313493,0.01629548750747348,0.06072426953226865,1433,118,80
IMO,EMIC,0.5359183673469388,0.04102228409725697,0.01614710643069879,0.06105123066000064,1433,118,80
IMO,EMIC,0.5497959183673469,0.04111269049177106,0.016116265240253697,0.06157439502220315,1433,118,80
IMO,EMIC,0.563673469387755,0.041392233318203596,0.01620233504620374,0.062298190189908294,1433,118,80
IMO,EMIC,0.5775510204081632,0.04186435452149876,0.01640707449922024,0.06322875351169337,1433,118,80
IMO,EMIC,0.5914285714285714,0.042534881686669114,0.016734682529755303,0.0643739971251823,1433,118,80
IMO,EMIC,0.6053061224489795,0.043412121600995376,0.017191924295451837,0.06574369103417155,1433,118,80
IMO,EMIC,0.6191836734693876,0.04450699289341437,0.017788334324864062,0.06734956455447505,1433,118,80
IMO,EMIC,0.6330612244897958,0.045833199069417324,0.018536503230635888,0.06920542642409504,1433,118,80
IMO,EMIC,0.6469387755102041,0.047407443560241055,0.019452456877948568,0.0722177861557691,1433,118,80
IMO,EMIC,0.6608163265306122,0.04924968864502368,0.020556139595420977,0.0762456265708529,1433,118,80
IMO,EMIC,0.6746938775510203,0.05138346026910622,0.021872015991575056,0.08057674768346046,1433,118,80
IMO,EMIC,0.6885714285714285,0.053836200855278446,0.02342980932449349,0.08523383700321172,1433,118,80
IMO,EMIC,0.7024489795918367,0.05663967217003566,0.02526539838456959,0.09024113515960121,1433,118,80
IMO,EMIC,0.7163265306122448,0.059830410140837856,0.02742189984567739,0.09562448155502366,1433,118,80
IMO,EMIC,0.7302040816326529,0.06345023318617993,0.029950969566982195,0.10141134541721131,1433,118,80
IMO,EMIC,0.7440816326530612,0.06754680505114623,0.03291436515962897,0.10763083725536092,1433,118,80
