combined_id,name_clean,name_last_first,country_clean,contest,year,official_name,official_name_last_first,official_country,official_country_code,official_person_id,score,medal,rank_start,rank_end,rank_average,percentile,total_participants,match_method,source_url
27,Monamy Zaman,"Zaman, Monamy",Bangladesh,APMO,2024,Monamy Zaman,"Zaman, Monamy",Bangladesh,BGD,BGD:2024:7,14,Bronze,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/BGD/2024
32,Gustavo Santiago Torrico López,"Torrico López, Gustavo Santiago",Bolivia,APMO,2022,Gustavo Santiago Torrico López,"Torrico López, Gustavo Santiago",Bolivia,BOL,BOL:2022:5,1,None,291,305,298,0.0628930818,318,same_country_exact,https://www.apmo-official.org/country_report/BOL/2022
33,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,APMO,2022,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,BOL,BOL:2022:1,14,Bronze,153,175,164,0.4842767296,318,same_country_exact,https://www.apmo-official.org/country_report/BOL/2022
33,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,APMO,2023,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,BOL,BOL:2023:2,1,None,305,323,314,0.0898550725,345,same_country_exact,https://www.apmo-official.org/country_report/BOL/2023
33,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,APMO,2024,Luis André Villlán Gabriel,"Villlán Gabriel, Luis André",Bolivia,BOL,BOL:2024:1,14,Bronze,95,218,156.5,0.5591549296,355,reviewed_alias,https://www.apmo-official.org/country_report/BOL/2024
33,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,APMO,2025,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,BOL,BOL:2025:1,22,Silver,52,74,63,0.8119402985,335,same_country_exact,https://www.apmo-official.org/country_report/BOL/2025
33,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,APMO,2026,Luis André Villán Gabriel,"Villán Gabriel, Luis André",Bolivia,BOL,BOL:2026:1,28,Gold,17,33,25,0.9370277078,397,same_country_exact,https://www.apmo-official.org/country_report/BOL/2026
136,Angel Antonov Hristov,"Hristov, Angel Antonov",Bulgaria,APMO,2025,Angel Hristov,"Hristov, Angel",Bulgaria,BGR,BGR:2025:1,28,Gold,18,27,22.5,0.9328358209,335,same_country_exact,https://www.apmo-official.org/country_report/BGR/2025
139,Marin Hristov Hristov,"Hristov, Marin Hristov",Bulgaria,APMO,2023,Marin Hristov,"Hristov, Marin",Bulgaria,BGR,BGR:2023:1,23,Gold,38,50,44,0.8724637681,345,same_country_exact,https://www.apmo-official.org/country_report/BGR/2023
208,Vesselin Markovich,"Markovich, Vesselin",Bulgaria,APMO,2023,Vesselin Markovich,"Markovich, Vesselin",Bulgaria,BGR,BGR:2023:5,14,Bronze,121,137,129,0.6260869565,345,same_country_exact,https://www.apmo-official.org/country_report/BGR/2023
295,Milen Milenov Shumanov,"Shumanov, Milen Milenov",Bulgaria,APMO,2023,Milen Shumanov,"Shumanov, Milen",Bulgaria,BGR,BGR:2023:4,15,Bronze,112,120,116,0.6637681159,345,same_country_exact,https://www.apmo-official.org/country_report/BGR/2023
309,Alexander Rossen Stefanov,"Stefanov, Alexander Rossen",Bulgaria,APMO,2026,Alexandar Stefanov,"Stefanov, Alexandar",Bulgaria,BGR,BGR:2026:9,8,Honourable Mention,252,272,262,0.3400503778,397,reviewed_alias,https://www.apmo-official.org/country_report/BGR/2026
382,Caleb Ji,"Ji, Caleb",Canada,APMO,2016,Caleb Ji,"Ji, Caleb",Canada,CAN,CAN:2016:3,22,Silver,54,60,57,0.8272727273,330,same_country_exact,https://www.apmo-official.org/country_report/CAN/2016
383,Richard Kang,"Kang, Richard",Canada,APMO,2018,Kang Richard,"Richard, Kang",Canada,CAN,CAN:2018:9,18,Honourable Mention,92,104,98,0.7215909091,352,same_country_exact,https://www.apmo-official.org/country_report/CAN/2018
452,Kwan Yu Chan,"Chan, Kwan Yu",Hong Kong,APMO,2024,Kwan Yu Chan,"Chan, Kwan Yu",Hong Kong,HKG,HKG:2024:7,15,Bronze,75,94,84.5,0.761971831,355,same_country_exact,https://www.apmo-official.org/country_report/HKG/2024
452,Kwan Yu Chan,"Chan, Kwan Yu",Hong Kong,APMO,2025,Kwan Yu Chan,"Chan, Kwan Yu",Hong Kong,HKG,HKG:2025:4,21,Bronze,75,127,101,0.6985074627,335,same_country_exact,https://www.apmo-official.org/country_report/HKG/2025
462,Nick Hang Cheng,"Cheng, Nick Hang",Hong Kong,APMO,2021,Nick Hang Cheng,"Cheng, Nick Hang",Hong Kong,HKG,HKG:2021:9,9,Honourable Mention,188,198,193,0.4389534884,344,same_country_exact,https://www.apmo-official.org/country_report/HKG/2021
465,Wai Chung Cheng,"Cheng, Wai Chung",Hong Kong,APMO,2016,Wai Chung Cheng,"Cheng, Wai Chung",Hong Kong,HKG,HKG:2016:6,6,None,219,233,226,0.3151515152,330,same_country_exact,https://www.apmo-official.org/country_report/HKG/2016
469,Wai Lam Cheung,"Cheung, Wai Lam",Hong Kong,APMO,2016,Wai Lam Cheung,"Cheung, Wai Lam",Hong Kong,HKG,HKG:2016:4,17,Bronze,92,107,99.5,0.6984848485,330,same_country_exact,https://www.apmo-official.org/country_report/HKG/2016
476,Tsz Sing Chong,"Chong, Tsz Sing",Hong Kong,APMO,2025,Tsz Sing Chong,"Chong, Tsz Sing",Hong Kong,HKG,HKG:2025:2,24,Silver,43,45,44,0.8686567164,335,same_country_exact,https://www.apmo-official.org/country_report/HKG/2025
476,Tsz Sing Chong,"Chong, Tsz Sing",Hong Kong,APMO,2026,Tsz Sing Chong,"Chong, Tsz Sing",Hong Kong,HKG,HKG:2026:5,17,Bronze,122,128,125,0.685138539,397,same_country_exact,https://www.apmo-official.org/country_report/HKG/2026
481,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,APMO,2019,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,HKG,HKG:2019:9,9,Honourable Mention,215,225,220,0.3871866295,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
481,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,APMO,2021,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,HKG,HKG:2021:2,23,Silver,24,27,25.5,0.925872093,344,same_country_exact,https://www.apmo-official.org/country_report/HKG/2021
481,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,APMO,2022,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,HKG,HKG:2022:1,25,Gold,26,29,27.5,0.9135220126,318,same_country_exact,https://www.apmo-official.org/country_report/HKG/2022
481,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,APMO,2023,Cheuk Hei Chu,"Chu, Cheuk Hei",Hong Kong,HKG,HKG:2023:1,29,Gold,17,21,19,0.9449275362,345,same_country_exact,https://www.apmo-official.org/country_report/HKG/2023
489,Shun Ngai Ho,"Ho, Shun Ngai",Hong Kong,APMO,2024,Shun Ngai Ho,"Ho, Shun Ngai",Hong Kong,HKG,HKG:2024:8,14,Honourable Mention,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/HKG/2024
490,Sui Kei Ho,"Ho, Sui Kei",Hong Kong,APMO,2019,Sui Kei Ho,"Ho, Sui Kei",Hong Kong,HKG,HKG:2019:8,11,Honourable Mention,197,206,201.5,0.438718663,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
491,Tsz Chun Ho,"Ho, Tsz Chun",Hong Kong,APMO,2017,Tsz Chun Ho,"Ho, Tsz Chun",Hong Kong,HKG,HKG:2017:9,9,Honourable Mention,206,218,212,0.3994334278,353,same_country_exact,https://www.apmo-official.org/country_report/HKG/2017
497,Tsz Lok Ip,"Ip, Tsz Lok",Hong Kong,APMO,2017,Tsz Lok Ip,"Ip, Tsz Lok",Hong Kong,HKG,HKG:2017:10,8,Honourable Mention,219,246,232.5,0.3413597734,353,same_country_exact,https://www.apmo-official.org/country_report/HKG/2017
497,Tsz Lok Ip,"Ip, Tsz Lok",Hong Kong,APMO,2018,TSZ LOK IP,"IP, TSZ LOK",Hong Kong,HKG,HKG:2018:9,11,None,203,215,209,0.40625,352,same_country_exact,https://www.apmo-official.org/country_report/HKG/2018
497,Tsz Lok Ip,"Ip, Tsz Lok",Hong Kong,APMO,2019,Tsz Lok Ip,"Ip, Tsz Lok",Hong Kong,HKG,HKG:2019:7,13,Bronze,178,188,183,0.4902506964,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
499,Kin Fung Nicholas Ko,"Ko, Kin Fung Nicholas",Hong Kong,APMO,2023,Kin Fung Nicholas Ko,"Ko, Kin Fung Nicholas",Hong Kong,HKG,HKG:2023:8,11,Honourable Mention,153,158,155.5,0.5492753623,345,same_country_exact,https://www.apmo-official.org/country_report/HKG/2023
501,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,APMO,2022,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,HKG,HKG:2022:6,21,Bronze,46,65,55.5,0.8254716981,318,same_country_exact,https://www.apmo-official.org/country_report/HKG/2022
501,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,APMO,2023,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,HKG,HKG:2023:7,12,Bronze,148,152,150,0.5652173913,345,same_country_exact,https://www.apmo-official.org/country_report/HKG/2023
501,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,APMO,2024,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,HKG,HKG:2024:1,28,Gold,3,6,4.5,0.9873239437,355,same_country_exact,https://www.apmo-official.org/country_report/HKG/2024
501,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,APMO,2025,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,HKG,HKG:2025:3,21,Silver,75,127,101,0.6985074627,335,same_country_exact,https://www.apmo-official.org/country_report/HKG/2025
501,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,APMO,2026,Yung Ho Kwan,"Kwan, Yung Ho",Hong Kong,HKG,HKG:2026:1,28,Gold,17,33,25,0.9370277078,397,same_country_exact,https://www.apmo-official.org/country_report/HKG/2026
502,Man Yi Kwok,"Kwok, Man Yi",Hong Kong,APMO,2016,Man Yi Kwok,"Kwok, Man Yi",Hong Kong,HKG,HKG:2016:3,21,Silver,61,74,67.5,0.7954545455,330,same_country_exact,https://www.apmo-official.org/country_report/HKG/2016
502,Man Yi Kwok,"Kwok, Man Yi",Hong Kong,APMO,2017,Man Yi Kwok,"Kwok, Man Yi",Hong Kong,HKG,HKG:2017:5,17,Bronze,130,132,131,0.6288951841,353,same_country_exact,https://www.apmo-official.org/country_report/HKG/2017
504,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,APMO,2019,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,HKG,HKG:2019:2,14,Silver,123,177,150,0.5821727019,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
504,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,APMO,2021,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,HKG,HKG:2021:5,16,Bronze,87,95,91,0.7354651163,344,same_country_exact,https://www.apmo-official.org/country_report/HKG/2021
504,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,APMO,2022,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,HKG,HKG:2022:2,23,Silver,34,37,35.5,0.8883647799,318,same_country_exact,https://www.apmo-official.org/country_report/HKG/2022
504,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,APMO,2024,Wai Lok Lai,"Lai, Wai Lok",Hong Kong,HKG,HKG:2024:5,21,Bronze,22,44,33,0.9070422535,355,same_country_exact,https://www.apmo-official.org/country_report/HKG/2024
516,Shun Ming Samuel Lee,"Lee, Shun Ming Samuel",Hong Kong,APMO,2016,Shun Ming Samuel Lee,"Lee, Shun Ming Samuel",Hong Kong,HKG,HKG:2016:1,28,Gold,24,35,29.5,0.9106060606,330,same_country_exact,https://www.apmo-official.org/country_report/HKG/2016
516,Shun Ming Samuel Lee,"Lee, Shun Ming Samuel",Hong Kong,APMO,2017,Shun Ming Samuel Lee,"Lee, Shun Ming Samuel",Hong Kong,HKG,HKG:2017:1,27,Gold,58,62,60,0.8300283286,353,same_country_exact,https://www.apmo-official.org/country_report/HKG/2017
517,Wan Lee,"Lee, Wan",Hong Kong,APMO,2019,Wan Lee,"Lee, Wan",Hong Kong,HKG,HKG:2019:3,14,Silver,123,177,150,0.5821727019,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
520,Harris Leung,"Leung, Harris",Hong Kong,APMO,2018,HARRIS LEUNG,"LEUNG, HARRIS",Hong Kong,HKG,HKG:2018:7,12,Bronze,186,202,194,0.4488636364,352,same_country_exact,https://www.apmo-official.org/country_report/HKG/2018
520,Harris Leung,"Leung, Harris",Hong Kong,APMO,2019,Harris Leung,"Leung, Harris",Hong Kong,HKG,HKG:2019:1,21,Gold,29,48,38.5,0.8927576602,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
520,Harris Leung,"Leung, Harris",Hong Kong,APMO,2021,Harris Leung,"Leung, Harris",Hong Kong,HKG,HKG:2021:4,20,Bronze,50,66,58,0.8313953488,344,same_country_exact,https://www.apmo-official.org/country_report/HKG/2021
526,Min Hang Li,"Li, Min Hang",Hong Kong,APMO,2019,Min Hang Li,"Li, Min Hang",Hong Kong,HKG,HKG:2019:4,14,Bronze,123,177,150,0.5821727019,359,same_country_exact,https://www.apmo-official.org/country_report/HKG/2019
530,Zi Ang Liu,"Liu, Zi Ang",Hong Kong,APMO,2026,Zi Ang Liu,"Liu, Zi Ang",Hong Kong,HKG,HKG:2026:4,18,Bronze,108,121,114.5,0.7115869018,397,same_country_exact,https://www.apmo-official.org/country_report/HKG/2026
539,Chi Ki Ngai,"Ngai, Chi Ki",Hong Kong,APMO,2017,Chi Ki Ngai,"Ngai, Chi Ki",Hong Kong,HKG,HKG:2017:7,13,Bronze,182,183,182.5,0.4830028329,353,same_country_exact,https://www.apmo-official.org/country_report/HKG/2017
539,Chi Ki Ngai,"Ngai, Chi Ki",Hong Kong,APMO,2018,CHI KI NGAI,"NGAI, CHI KI",Hong Kong,HKG,HKG:2018:3,18,Silver,92,104,98,0.7215909091,352,same_country_exact,https://www.apmo-official.org/country_report/HKG/2018
552,Alvin Cheuk Hin Tse,"Tse, Alvin Cheuk Hin",Hong Kong,APMO,2016,Alfin Cheak Hin Tse,"Tse, Alfin Cheak Hin",Hong Kong,HKG,HKG:2016:8,6,None,219,233,226,0.3151515152,330,reviewed_alias,https://www.apmo-official.org/country_report/HKG/2016
552,Alvin Cheuk Hin Tse,"Tse, Alvin Cheuk Hin",Hong Kong,APMO,2017,Cheuk Hin Alvin Tse,"Tse, Cheuk Hin Alvin",Hong Kong,HKG,HKG:2017:4,21,Bronze,90,118,104,0.7053824363,353,same_country_token,https://www.apmo-official.org/country_report/HKG/2017
552,Alvin Cheuk Hin Tse,"Tse, Alvin Cheuk Hin",Hong Kong,APMO,2018,ALVIN CHEUK HIN TSE,"TSE, ALVIN CHEUK HIN",Hong Kong,HKG,HKG:2018:2,19,Silver,84,91,87.5,0.7514204545,352,same_country_exact,https://www.apmo-official.org/country_report/HKG/2018
570,Adam Xu,"Xu, Adam",Hong Kong,APMO,2026,Adam Xu,"Xu, Adam",Hong Kong,HKG,HKG:2026:9,14,Honourable Mention,150,187,168.5,0.5755667506,397,same_country_exact,https://www.apmo-official.org/country_report/HKG/2026
572,Ching Yan Timothy Yau,"Yau, Ching Yan Timothy",Hong Kong,APMO,2021,Ching Yan Timothy Yau,"Yau, Ching Yan Timothy",Hong Kong,HKG,HKG:2021:1,24,Gold,21,23,22,0.9360465116,344,same_country_exact,https://www.apmo-official.org/country_report/HKG/2021
581,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,APMO,2021,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,HKG,HKG:2021:7,13,Bronze,150,164,157,0.5436046512,344,same_country_exact,https://www.apmo-official.org/country_report/HKG/2021
581,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,APMO,2022,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,HKG,HKG:2022:7,21,Bronze,46,65,55.5,0.8254716981,318,same_country_exact,https://www.apmo-official.org/country_report/HKG/2022
581,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,APMO,2023,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,HKG,HKG:2023:4,23,Bronze,38,50,44,0.8724637681,345,same_country_exact,https://www.apmo-official.org/country_report/HKG/2023
581,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,APMO,2024,Chun Hei Yiu,"Yiu, Chun Hei",Hong Kong,HKG,HKG:2024:3,24,Silver,9,12,10.5,0.9704225352,355,same_country_exact,https://www.apmo-official.org/country_report/HKG/2024
582,Hoi Wai Yu,"Yu, Hoi Wai",Hong Kong,APMO,2016,Hoi Wai Yu,"Yu, Hoi Wai",Hong Kong,HKG,HKG:2016:2,25,Silver,47,51,49,0.8515151515,330,same_country_exact,https://www.apmo-official.org/country_report/HKG/2016
582,Hoi Wai Yu,"Yu, Hoi Wai",Hong Kong,APMO,2017,Hoi Wai Yu,"Yu, Hoi Wai",Hong Kong,HKG,HKG:2017:2,26,Silver,63,69,66,0.8130311615,353,same_country_exact,https://www.apmo-official.org/country_report/HKG/2017
633,Kevin Adi Senjaya,"Adi Senjaya, Kevin",Indonesia,APMO,2024,Kevin Adi Senjaya,"Senjaya, Kevin Adi",Indonesia,IDN,IDN:2024:2,14,Bronze,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/IDN/2024
654,Kinantan Arya Bagaspati,"Bagaspati, Kinantan Arya",Indonesia,APMO,2018,Kinantan Arya Bagaspati,"Bagaspati, Kinantan Arya",Indonesia,IDN,IDN:2018:2,21,Silver,56,74,65,0.8153409091,352,same_country_exact,https://www.apmo-official.org/country_report/IDN/2018
654,Kinantan Arya Bagaspati,"Bagaspati, Kinantan Arya",Indonesia,APMO,2019,Kinantan Arya Bagaspati,"Bagaspati, Kinantan Arya",Indonesia,IDN,IDN:2019:5,16,Bronze,76,94,85,0.7632311978,359,same_country_exact,https://www.apmo-official.org/country_report/IDN/2019
661,Louis Cahyadi,"Cahyadi, Louis",Indonesia,APMO,2016,Louis Cahyadi,"Cahyadi, Louis",Indonesia,IDN,IDN:2016:3,19,Silver,80,88,84,0.7454545455,330,same_country_exact,https://www.apmo-official.org/country_report/IDN/2016
661,Louis Cahyadi,"Cahyadi, Louis",Indonesia,APMO,2017,Louis Cahyadi,"Cahyadi, Louis",Indonesia,IDN,IDN:2017:6,15,Bronze,134,142,138,0.6090651558,353,same_country_exact,https://www.apmo-official.org/country_report/IDN/2017
666,Nathanael Lukas Christianto,"Christianto, Nathanael Lukas",Indonesia,APMO,2020,Nathaniel Lukas Christanto,"Christanto, Nathaniel Lukas",Indonesia,IDN,IDN:2020:9,13,Honourable Mention,191,194,192.5,0.4287833828,337,reviewed_alias,https://www.apmo-official.org/country_report/IDN/2020
668,Bennett Clement,"Clement, Bennett",Indonesia,APMO,2018,Bennet Clement,"Clement, Bennet",Indonesia,IDN,IDN:2018:6,16,Bronze,117,124,120.5,0.6576704545,352,reviewed_alias,https://www.apmo-official.org/country_report/IDN/2018
694,Axel Giovanni Hartanto,"Hartanto, Axel Giovanni",Indonesia,APMO,2022,Axel Giovanni Hartanto,"Hartanto, Axel Giovanni",Indonesia,IDN,IDN:2022:9,14,Honourable Mention,153,175,164,0.4842767296,318,same_country_exact,https://www.apmo-official.org/country_report/IDN/2022
696,Neilson Huang,"Huang, Neilson",Indonesia,APMO,2026,Neilson Huang,"Huang, Neilson",Indonesia,IDN,IDN:2026:8,8,Honourable Mention,252,272,262,0.3400503778,397,same_country_exact,https://www.apmo-official.org/country_report/IDN/2026
701,Andrew Daniel Janong,"Janong, Andrew Daniel",Indonesia,APMO,2021,Janong Andrew Daniel,"Andrew Daniel, Janong",Indonesia,IDN,IDN:2021:8,7,Honourable Mention,219,283,251,0.2703488372,344,same_country_exact,https://www.apmo-official.org/country_report/IDN/2021
701,Andrew Daniel Janong,"Janong, Andrew Daniel",Indonesia,APMO,2022,Andrew Daniel Janong,"Janong, Andrew Daniel",Indonesia,IDN,IDN:2022:3,19,Silver,81,114,97.5,0.6933962264,318,same_country_exact,https://www.apmo-official.org/country_report/IDN/2022
712,Jonathan Kwok,"Kwok, Jonathan",Indonesia,APMO,2019,Jonathan Kwok,"Kwok, Jonathan",Indonesia,IDN,IDN:2019:9,14,Honourable Mention,123,177,150,0.5821727019,359,same_country_exact,https://www.apmo-official.org/country_report/IDN/2019
714,Janssen Edyth Lim,"Lim, Janssen Edyth",Indonesia,APMO,2024,Janssen Edyth Lim,"Lim, Janssen Edyth",Indonesia,IDN,IDN:2024:9,14,Honourable Mention,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/IDN/2024
721,Gabriela Erin Mariangel,"Mariangel, Gabriela Erin",Indonesia,APMO,2020,Gabriela Erin Mariangel,"Mariangel, Gabriela Erin",Indonesia,IDN,IDN:2020:5,14,Bronze,132,190,161,0.5222551929,337,same_country_exact,https://www.apmo-official.org/country_report/IDN/2020
721,Gabriela Erin Mariangel,"Mariangel, Gabriela Erin",Indonesia,APMO,2021,Mariangel Gabriela Erin,"Gabriela Erin, Mariangel",Indonesia,IDN,IDN:2021:9,7,Honourable Mention,219,283,251,0.2703488372,344,same_country_exact,https://www.apmo-official.org/country_report/IDN/2021
730,Kelven Nathanael,"Nathanael, Kelven",Indonesia,APMO,2024,Kelven Nathanael,"Nathanael, Kelven",Indonesia,IDN,IDN:2024:10,12,Honourable Mention,236,242,239,0.3267605634,355,same_country_exact,https://www.apmo-official.org/country_report/IDN/2024
733,Michael Agung Nugroho,"Nugroho, Michael Agung",Indonesia,APMO,2017,Michael Agung Nugroho,"Nugroho, Michael Agung",Indonesia,IDN,IDN:2017:8,14,Honourable Mention,143,181,162,0.5410764873,353,same_country_exact,https://www.apmo-official.org/country_report/IDN/2017
733,Michael Agung Nugroho,"Nugroho, Michael Agung",Indonesia,APMO,2018,Michael Agung Nugroho,"Nugroho, Michael Agung",Indonesia,IDN,IDN:2018:5,17,Bronze,105,116,110.5,0.6860795455,352,same_country_exact,https://www.apmo-official.org/country_report/IDN/2018
768,Farrel Dwireswara Salim,"Salim, Farrel Dwireswara",Indonesia,APMO,2019,Farrel Dwireswara Salim,"Salim, Farrel Dwireswara",Indonesia,IDN,IDN:2019:7,14,Bronze,123,177,150,0.5821727019,359,same_country_exact,https://www.apmo-official.org/country_report/IDN/2019
768,Farrel Dwireswara Salim,"Salim, Farrel Dwireswara",Indonesia,APMO,2020,Farrel Dwireswara Salim,"Salim, Farrel Dwireswara",Indonesia,IDN,IDN:2020:7,14,Bronze,132,190,161,0.5222551929,337,same_country_exact,https://www.apmo-official.org/country_report/IDN/2020
768,Farrel Dwireswara Salim,"Salim, Farrel Dwireswara",Indonesia,APMO,2021,Salim Farrel Dwireswara,"Farrel Dwireswara, Salim",Indonesia,IDN,IDN:2021:3,14,Bronze,104,149,126.5,0.6322674419,344,same_country_exact,https://www.apmo-official.org/country_report/IDN/2021
769,Gian Cordana Sanjaya,"Sanjaya, Gian Cordana",Indonesia,APMO,2016,Gian Cordana Sanjaya,"Sanjaya, Gian Cordana",Indonesia,IDN,IDN:2016:9,14,Honourable Mention,127,148,137.5,0.5833333333,330,same_country_exact,https://www.apmo-official.org/country_report/IDN/2016
769,Gian Cordana Sanjaya,"Sanjaya, Gian Cordana",Indonesia,APMO,2017,Gian Cordana Sanjaya,"Sanjaya, Gian Cordana",Indonesia,IDN,IDN:2017:5,15,Bronze,134,142,138,0.6090651558,353,same_country_exact,https://www.apmo-official.org/country_report/IDN/2017
769,Gian Cordana Sanjaya,"Sanjaya, Gian Cordana",Indonesia,APMO,2018,Gian Cordana Sanjaya,"Sanjaya, Gian Cordana",Indonesia,IDN,IDN:2018:3,21,Silver,56,74,65,0.8153409091,352,same_country_exact,https://www.apmo-official.org/country_report/IDN/2018
775,Maulana Satya Adigama,"Satya Adigama, Maulana",Indonesia,APMO,2022,Maulana Satya Adigama,"Adigama, Maulana Satya",Indonesia,IDN,IDN:2022:7,14,Bronze,153,175,164,0.4842767296,318,same_country_exact,https://www.apmo-official.org/country_report/IDN/2022
775,Maulana Satya Adigama,"Satya Adigama, Maulana",Indonesia,APMO,2024,Maulana Satya Adigama,"Adigama, Maulana Satya",Indonesia,IDN,IDN:2024:1,15,Silver,75,94,84.5,0.761971831,355,same_country_exact,https://www.apmo-official.org/country_report/IDN/2024
788,Otto Alexander Sutianto,"Sutianto, Otto Alexander",Indonesia,APMO,2018,Otto Alexander Sutianto,"Sutianto, Otto Alexander",Indonesia,IDN,IDN:2018:1,22,Gold,49,55,52,0.8522727273,352,same_country_exact,https://www.apmo-official.org/country_report/IDN/2018
797,Alfian Edgar Tjandra,"Tjandra, Alfian Edgar",Indonesia,APMO,2018,Alfian Edgar Tjandra,"Tjandra, Alfian Edgar",Indonesia,IDN,IDN:2018:4,18,Bronze,92,104,98,0.7215909091,352,same_country_exact,https://www.apmo-official.org/country_report/IDN/2018
797,Alfian Edgar Tjandra,"Tjandra, Alfian Edgar",Indonesia,APMO,2019,Alfian Edgar Tjandra,"Tjandra, Alfian Edgar",Indonesia,IDN,IDN:2019:6,16,Bronze,76,94,85,0.7632311978,359,same_country_exact,https://www.apmo-official.org/country_report/IDN/2019
805,Stanve Avrilium Widjaja,"Widjaja, Stanve Avrilium",Indonesia,APMO,2020,Stanve Avrilium Widjaja,"Widjaja, Stanve Avrilium",Indonesia,IDN,IDN:2020:2,18,Silver,43,55,49,0.8545994065,337,same_country_exact,https://www.apmo-official.org/country_report/IDN/2020
805,Stanve Avrilium Widjaja,"Widjaja, Stanve Avrilium",Indonesia,APMO,2021,Widjaja Stanve Avrilium,"Stanve Avrilium, Widjaja",Indonesia,IDN,IDN:2021:1,26,Gold,14,18,16,0.9534883721,344,same_country_exact,https://www.apmo-official.org/country_report/IDN/2021
808,Dick Jessen William,"William, Dick Jessen",Indonesia,APMO,2017,Dick Jessen William,"William, Dick Jessen",Indonesia,IDN,IDN:2017:3,20,Silver,119,122,120.5,0.6586402266,353,same_country_exact,https://www.apmo-official.org/country_report/IDN/2017
809,Timothy William Koesasih,"William Koesasih, Timothy",Indonesia,APMO,2024,Timothy William Koesasih,"Koesasih, Timothy William",Indonesia,IDN,IDN:2024:5,14,Bronze,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/IDN/2024
810,Andrew Wiraatmaja,"Wiraatmaja, Andrew",Indonesia,APMO,2017,Andrew Wiraatmaja,"Wiraatmaja, Andrew",Indonesia,IDN,IDN:2017:7,14,Bronze,143,181,162,0.5410764873,353,same_country_exact,https://www.apmo-official.org/country_report/IDN/2017
815,Rafael Kristoforus Yanto,"Yanto, Rafael Kristoforus",Indonesia,APMO,2022,Rafael Kristoforus Yanto,"Yanto, Rafael Kristoforus",Indonesia,IDN,IDN:2022:5,16,Bronze,134,144,139,0.5628930818,318,same_country_exact,https://www.apmo-official.org/country_report/IDN/2022
827,Mohammad Reza Aminian,"Aminian, Mohammad Reza",Islamic Republic of Iran,APMO,2016,Mohammad Reza Aminian,"Aminian, Mohammad Reza",Islamic Republic of Iran,IRN,IRN:2016:5,25,Bronze,47,51,49,0.8515151515,330,same_country_exact,https://www.apmo-official.org/country_report/IRN/2016
