combined_id,name_clean,name_last_first,country_clean,contest,year,official_name,official_name_last_first,official_country,official_country_code,official_person_id,score,medal,rank_start,rank_end,rank_average,percentile,total_participants,match_method,source_url
2696,Krittitee Naulhao,"Naulhao, Krittitee",Thailand,APMO,2023,Krittitee Naulkhao,"Naulkhao, Krittitee",Thailand,THA,THA:2023:6,15,Bronze,112,120,116,0.6637681159,345,reviewed_alias,https://www.apmo-official.org/country_report/THA/2023
2701,Kitti Opasmetikul,"Opasmetikul, Kitti",Thailand,APMO,2021,Kitti Opasmetikul,"Opasmetikul, Kitti",Thailand,THA,THA:2021:7,15,Bronze,96,103,99.5,0.710755814,344,same_country_exact,https://www.apmo-official.org/country_report/THA/2021
2712,Jirapatch Phutdee,"Phutdee, Jirapatch",Thailand,APMO,2026,Jirapatch Phutdee,"Phutdee, Jirapatch",Thailand,THA,THA:2026:8,13,Honourable Mention,188,195,191.5,0.5176322418,397,same_country_exact,https://www.apmo-official.org/country_report/THA/2026
2714,Patanasang Pinijpichitkul,"Pinijpichitkul, Patanasang",Thailand,APMO,2023,Patanasang Pinijpichitkul,"Pinijpichitkul, Patanasang",Thailand,THA,THA:2023:1,20,Silver,69,77,73,0.7884057971,345,same_country_exact,https://www.apmo-official.org/country_report/THA/2023
2714,Patanasang Pinijpichitkul,"Pinijpichitkul, Patanasang",Thailand,APMO,2025,Patanasang Pinijpichitkul,"Pinijpichitkul, Patanasang",Thailand,THA,THA:2025:1,23,Silver,46,51,48.5,0.8552238806,335,same_country_exact,https://www.apmo-official.org/country_report/THA/2025
2718,Gongphop Piyakamalanon,"Piyakamalanon, Gongphop",Thailand,APMO,2020,Gongphop Piyakamalanon,"Piyakamalanon, Gongphop",Thailand,THA,THA:2020:8,16,Honourable Mention,72,114,93,0.7240356083,337,same_country_exact,https://www.apmo-official.org/country_report/THA/2020
2718,Gongphop Piyakamalanon,"Piyakamalanon, Gongphop",Thailand,APMO,2021,Gongphop Piyakamalanon,"Piyakamalanon, Gongphop",Thailand,THA,THA:2021:2,21,Silver,33,49,41,0.8808139535,344,same_country_exact,https://www.apmo-official.org/country_report/THA/2021
2741,Vasawat Rawangwong,"Rawangwong, Vasawat",Thailand,APMO,2021,Vasawat Rawangwong,"Rawangwong, Vasawat",Thailand,THA,THA:2021:4,20,Bronze,50,66,58,0.8313953488,344,same_country_exact,https://www.apmo-official.org/country_report/THA/2021
2741,Vasawat Rawangwong,"Rawangwong, Vasawat",Thailand,APMO,2022,Vasawat Rawangwong,"Rawangwong, Vasawat",Thailand,THA,THA:2022:2,25,Silver,26,29,27.5,0.9135220126,318,same_country_exact,https://www.apmo-official.org/country_report/THA/2022
2745,Worrawat Rungaramsin,"Rungaramsin, Worrawat",Thailand,APMO,2021,Worrawat Rungaramsin,"Rungaramsin, Worrawat",Thailand,THA,THA:2021:6,16,Bronze,87,95,91,0.7354651163,344,same_country_exact,https://www.apmo-official.org/country_report/THA/2021
2745,Worrawat Rungaramsin,"Rungaramsin, Worrawat",Thailand,APMO,2022,Worrawat Rungaramsin,"Rungaramsin, Worrawat",Thailand,THA,THA:2022:1,25,Gold,26,29,27.5,0.9135220126,318,same_country_exact,https://www.apmo-official.org/country_report/THA/2022
2745,Worrawat Rungaramsin,"Rungaramsin, Worrawat",Thailand,APMO,2023,Worrawat Rungaramsin,"Rungaramsin, Worrawat",Thailand,THA,THA:2023:5,15,Bronze,112,120,116,0.6637681159,345,same_country_exact,https://www.apmo-official.org/country_report/THA/2023
2746,Pitchayut Saengrungkongka,"Saengrungkongka, Pitchayut",Thailand,APMO,2017,Pitchayut Saengrungkongka,"Saengrungkongka, Pitchayut",Thailand,THA,THA:2017:9,21,Honourable Mention,90,118,104,0.7053824363,353,same_country_exact,https://www.apmo-official.org/country_report/THA/2017
2746,Pitchayut Saengrungkongka,"Saengrungkongka, Pitchayut",Thailand,APMO,2019,Pitchayut Saengrungkongka,"Saengrungkongka, Pitchayut",Thailand,THA,THA:2019:2,23,Silver,19,22,20.5,0.9428969359,359,same_country_exact,https://www.apmo-official.org/country_report/THA/2019
2746,Pitchayut Saengrungkongka,"Saengrungkongka, Pitchayut",Thailand,APMO,2020,Pitchayut Saengrungkongka,"Saengrungkongka, Pitchayut",Thailand,THA,THA:2020:3,19,Silver,40,42,41,0.8783382789,337,same_country_exact,https://www.apmo-official.org/country_report/THA/2020
2748,Paramuth Samuthrsindh,"Samuthrsindh, Paramuth",Thailand,APMO,2018,Paramutb Samuthrsindb,"Samuthrsindb, Paramutb",Thailand,THA,THA:2018:3,22,Silver,49,55,52,0.8522727273,352,reviewed_alias,https://www.apmo-official.org/country_report/THA/2018
2748,Paramuth Samuthrsindh,"Samuthrsindh, Paramuth",Thailand,APMO,2019,Paramuth Samuthrsindh,"Samuthrsindh, Paramuth",Thailand,THA,THA:2019:5,21,Bronze,29,48,38.5,0.8927576602,359,same_country_exact,https://www.apmo-official.org/country_report/THA/2019
2748,Paramuth Samuthrsindh,"Samuthrsindh, Paramuth",Thailand,APMO,2020,Paramuth Samuthrsindh,"Samuthrsindh, Paramuth",Thailand,THA,THA:2020:2,21,Silver,25,37,31,0.9080118694,337,same_country_exact,https://www.apmo-official.org/country_report/THA/2020
2754,Dawn Sawangsap,"Sawangsap, Dawn",Thailand,APMO,2024,Dawn Sawangsap,"Sawangsap, Dawn",Thailand,THA,THA:2024:2,21,Silver,22,44,33,0.9070422535,355,same_country_exact,https://www.apmo-official.org/country_report/THA/2024
2754,Dawn Sawangsap,"Sawangsap, Dawn",Thailand,APMO,2025,Dawn Sawangsap,"Sawangsap, Dawn",Thailand,THA,THA:2025:5,21,Bronze,75,127,101,0.6985074627,335,same_country_exact,https://www.apmo-official.org/country_report/THA/2025
2754,Dawn Sawangsap,"Sawangsap, Dawn",Thailand,APMO,2026,Dawn Sawangsap,"Sawangsap, Dawn",Thailand,THA,THA:2026:10,12,Honourable Mention,196,201,198.5,0.5,397,same_country_exact,https://www.apmo-official.org/country_report/THA/2026
2755,Pachara Sawettamalya,"Sawettamalya, Pachara",Thailand,APMO,2016,Pachara Sawettamalya,"Sawettamalya, Pachara",Thailand,THA,THA:2016:7,17,Bronze,92,107,99.5,0.6984848485,330,same_country_exact,https://www.apmo-official.org/country_report/THA/2016
2759,Kiattipoom Sicharoen,"Sicharoen, Kiattipoom",Thailand,APMO,2025,Kiattipoom Sicharoen,"Sicharoen, Kiattipoom",Thailand,THA,THA:2025:4,21,Bronze,75,127,101,0.6985074627,335,same_country_exact,https://www.apmo-official.org/country_report/THA/2025
2759,Kiattipoom Sicharoen,"Sicharoen, Kiattipoom",Thailand,APMO,2026,Kiattipoom Sicharoen,"Sicharoen, Kiattipoom",Thailand,THA,THA:2026:3,18,Silver,108,121,114.5,0.7115869018,397,same_country_exact,https://www.apmo-official.org/country_report/THA/2026
2761,Nitiwit Sirimaraisuwan,"Sirimaraisuwan, Nitiwit",Thailand,APMO,2022,Nitiwit Sirimalaisuwan,"Sirimalaisuwan, Nitiwit",Thailand,THA,THA:2022:9,19,Honourable Mention,81,114,97.5,0.6933962264,318,reviewed_alias,https://www.apmo-official.org/country_report/THA/2022
2761,Nitiwit Sirimaraisuwan,"Sirimaraisuwan, Nitiwit",Thailand,APMO,2023,Nitiwit Sirimalaisuwan,"Sirimalaisuwan, Nitiwit",Thailand,THA,THA:2023:8,14,Honourable Mention,121,137,129,0.6260869565,345,reviewed_alias,https://www.apmo-official.org/country_report/THA/2023
2761,Nitiwit Sirimaraisuwan,"Sirimaraisuwan, Nitiwit",Thailand,APMO,2024,Nitiwit Sirimalaisuwan,"Sirimalaisuwan, Nitiwit",Thailand,THA,THA:2024:7,15,Bronze,75,94,84.5,0.761971831,355,reviewed_alias,https://www.apmo-official.org/country_report/THA/2024
2769,Thana Somsirivattana,"Somsirivattana, Thana",Thailand,APMO,2017,Thana Somsirivattana,"Somsirivattana, Thana",Thailand,THA,THA:2017:1,29,Gold,4,32,18,0.9490084986,353,same_country_exact,https://www.apmo-official.org/country_report/THA/2017
2769,Thana Somsirivattana,"Somsirivattana, Thana",Thailand,APMO,2018,Thana Somsirivattana,"Somsirivattana, Thana",Thailand,THA,THA:2018:2,23,Silver,44,48,46,0.8693181818,352,same_country_exact,https://www.apmo-official.org/country_report/THA/2018
2769,Thana Somsirivattana,"Somsirivattana, Thana",Thailand,APMO,2019,Thana Somsirivattana,"Somsirivattana, Thana",Thailand,THA,THA:2019:3,23,Silver,19,22,20.5,0.9428969359,359,same_country_exact,https://www.apmo-official.org/country_report/THA/2019
2774,Pipitchaya Sridam,"Sridam, Pipitchaya",Thailand,APMO,2021,Pipitchaya Sridam,"Sridam, Pipitchaya",Thailand,THA,THA:2021:8,15,Honourable Mention,96,103,99.5,0.710755814,344,same_country_exact,https://www.apmo-official.org/country_report/THA/2021
2782,Chatchanun Suriyaammaranon,"Suriyaammaranon, Chatchanun",Thailand,APMO,2016,Chatchanun Suriyaammaranon,"Suriyaammaranon, Chatchanun",Thailand,THA,THA:2016:9,16,None,108,115,111.5,0.6621212121,330,same_country_exact,https://www.apmo-official.org/country_report/THA/2016
2782,Chatchanun Suriyaammaranon,"Suriyaammaranon, Chatchanun",Thailand,APMO,2019,Chatchanun Suriyaamaranont,"Suriyaamaranont, Chatchanun",Thailand,THA,THA:2019:6,21,Bronze,29,48,38.5,0.8927576602,359,reviewed_alias,https://www.apmo-official.org/country_report/THA/2019
2801,Natanon Therdpraisan,"Therdpraisan, Natanon",Thailand,APMO,2018,Natanon Therdpraisan,"Therdpraisan, Natanon",Thailand,THA,THA:2018:4,19,Bronze,84,91,87.5,0.7514204545,352,same_country_exact,https://www.apmo-official.org/country_report/THA/2018
2801,Natanon Therdpraisan,"Therdpraisan, Natanon",Thailand,APMO,2019,Natanon Therdpraisan,"Therdpraisan, Natanon",Thailand,THA,THA:2019:4,22,Bronze,23,28,25.5,0.9289693593,359,same_country_exact,https://www.apmo-official.org/country_report/THA/2019
2801,Natanon Therdpraisan,"Therdpraisan, Natanon",Thailand,APMO,2020,Natanon Therdpraisan,"Therdpraisan, Natanon",Thailand,THA,THA:2020:1,21,Gold,25,37,31,0.9080118694,337,same_country_exact,https://www.apmo-official.org/country_report/THA/2020
2803,Sarunyu Thongjarast,"Thongjarast, Sarunyu",Thailand,APMO,2020,Sarunyu Thongjarast,"Thongjarast, Sarunyu",Thailand,THA,THA:2020:7,16,Bronze,72,114,93,0.7240356083,337,same_country_exact,https://www.apmo-official.org/country_report/THA/2020
2803,Sarunyu Thongjarast,"Thongjarast, Sarunyu",Thailand,APMO,2021,Sarunyu Thongjarast,"Thongjarast, Sarunyu",Thailand,THA,THA:2021:5,17,Bronze,80,86,83,0.7587209302,344,same_country_exact,https://www.apmo-official.org/country_report/THA/2021
2803,Sarunyu Thongjarast,"Thongjarast, Sarunyu",Thailand,APMO,2022,Sarunyu Thongjarast,"Thongjarast, Sarunyu",Thailand,THA,THA:2022:6,19,Bronze,81,114,97.5,0.6933962264,318,same_country_exact,https://www.apmo-official.org/country_report/THA/2022
2819,Treetased Vividhwara,"Vividhwara, Treetased",Thailand,APMO,2016,Treetased Vividhwara,"Vividhwara, Treetased",Thailand,THA,THA:2016:6,17,Bronze,92,107,99.5,0.6984848485,330,same_country_exact,https://www.apmo-official.org/country_report/THA/2016
2822,Narabode Watcharapreechanon,"Watcharapreechanon, Narabode",Thailand,APMO,2019,Narabode Watcharapreechanon,"Watcharapreechanon, Narabode",Thailand,THA,THA:2019:10,15,Honourable Mention,95,122,108.5,0.6977715877,359,same_country_exact,https://www.apmo-official.org/country_report/THA/2019
2827,Kornpholkrit Weeraarchakul,"Weeraarchakul, Kornpholkrit",Thailand,APMO,2022,Kornpholkrit Weraarchakul,"Weraarchakul, Kornpholkrit",Thailand,THA,THA:2022:10,18,Honourable Mention,115,127,121,0.6194968553,318,reviewed_alias,https://www.apmo-official.org/country_report/THA/2022
2830,Aekkawin Wisitkiatchai,"Wisitkiatchai, Aekkawin",Thailand,APMO,2025,Aekkawin Wisitkiatchai,"Wisitkiatchai, Aekkawin",Thailand,THA,THA:2025:10,15,Honourable Mention,152,171,161.5,0.5179104478,335,same_country_exact,https://www.apmo-official.org/country_report/THA/2025
2830,Aekkawin Wisitkiatchai,"Wisitkiatchai, Aekkawin",Thailand,APMO,2026,Aekkawin Wisitkiatchai,"Wisitkiatchai, Aekkawin",Thailand,THA,THA:2026:5,14,Bronze,150,187,168.5,0.5755667506,397,same_country_exact,https://www.apmo-official.org/country_report/THA/2026
2841,Yolrada Yongpisanpob,"Yongpisanpob, Yolrada",Thailand,APMO,2016,Yolrada Yongpisanpob,"Yongpisanpob, Yolrada",Thailand,THA,THA:2016:2,19,Silver,80,88,84,0.7454545455,330,same_country_exact,https://www.apmo-official.org/country_report/THA/2016
2841,Yolrada Yongpisanpob,"Yongpisanpob, Yolrada",Thailand,APMO,2017,Yolrada Yongpisanpob,"Yongpisanpob, Yolrada",Thailand,THA,THA:2017:7,28,Bronze,33,57,45,0.8725212465,353,same_country_exact,https://www.apmo-official.org/country_report/THA/2017
2841,Yolrada Yongpisanpob,"Yongpisanpob, Yolrada",Thailand,APMO,2018,Yolrada Yongpisanpob,"Yongpisanpob, Yolrada",Thailand,THA,THA:2018:7,16,Bronze,117,124,120.5,0.6576704545,352,same_country_exact,https://www.apmo-official.org/country_report/THA/2018
2907,Ozod Akhtamov,"Akhtamov, Ozod",Uzbekistan,APMO,2025,Ozodbek Akhtamov,"Akhtamov, Ozodbek",Uzbekistan,UZB,UZB:2025:4,14,Bronze,172,201,186.5,0.4432835821,335,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2025
2911,Asadbek Boboqulov,"Boboqulov, Asadbek",Uzbekistan,APMO,2023,Asadbek Boboqulov,"Boboqulov, Asadbek",Uzbekistan,UZB,UZB:2023:4,7,None,183,213,198,0.4260869565,345,same_country_exact,https://www.apmo-official.org/country_report/UZB/2023
2911,Asadbek Boboqulov,"Boboqulov, Asadbek",Uzbekistan,APMO,2025,Asadbek Bobokulov,"Bobokulov, Asadbek",Uzbekistan,UZB,UZB:2025:1,28,Gold,18,27,22.5,0.9328358209,335,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2025
2919,Azamat Ikromov,"Ikromov, Azamat",Uzbekistan,APMO,2023,Azamat Ikromov,"Ikromov, Azamat",Uzbekistan,UZB,UZB:2023:8,2,None,284,304,294,0.147826087,345,same_country_exact,https://www.apmo-official.org/country_report/UZB/2023
2932,Behzod Maksudov,"Maksudov, Behzod",Uzbekistan,APMO,2023,Behzod Maksudov,"Maksudov, Behzod",Uzbekistan,UZB,UZB:2023:5,6,None,214,226,220,0.3623188406,345,same_country_exact,https://www.apmo-official.org/country_report/UZB/2023
2933,Azizbek Mamajonov,"Mamajonov, Azizbek",Uzbekistan,APMO,2026,Azizbek Mamajonov,"Mamajonov, Azizbek",Uzbekistan,UZB,UZB:2026:4,10,Honourable Mention,214,228,221,0.443324937,397,same_country_exact,https://www.apmo-official.org/country_report/UZB/2026
2941,Yusufjon Ortiqov,"Ortiqov, Yusufjon",Uzbekistan,APMO,2024,Yusufjon Ortikov,"Ortikov, Yusufjon",Uzbekistan,UZB,UZB:2024:6,14,Bronze,95,218,156.5,0.5591549296,355,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2024
2947,Abdulaziz Rajabov,"Rajabov, Abdulaziz",Uzbekistan,APMO,2024,Abdulaziz Radjabov,"Radjabov, Abdulaziz",Uzbekistan,UZB,UZB:2024:10,8,Honourable Mention,270,275,272.5,0.2323943662,355,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2024
2947,Abdulaziz Rajabov,"Rajabov, Abdulaziz",Uzbekistan,APMO,2025,Abdulaziz Radjabov,"Radjabov, Abdulaziz",Uzbekistan,UZB,UZB:2025:7,11,Honourable Mention,215,216,215.5,0.3567164179,335,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2025
2948,Anvarbek Rakhmatov,"Rakhmatov, Anvarbek",Uzbekistan,APMO,2023,Anvarbek Raxmatov,"Raxmatov, Anvarbek",Uzbekistan,UZB,UZB:2023:2,13,Bronze,138,147,142.5,0.5869565217,345,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2023
2950,Anvarbek Sadulloyev,"Sadulloyev, Anvarbek",Uzbekistan,APMO,2023,Anvarbek Sadullayev,"Sadullayev, Anvarbek",Uzbekistan,UZB,UZB:2023:7,5,None,227,235,231,0.3304347826,345,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2023
2954,Madina Suyunova,"Suyunova, Madina",Uzbekistan,APMO,2023,Madina Suyunova,"Suyunova, Madina",Uzbekistan,UZB,UZB:2023:1,14,Bronze,121,137,129,0.6260869565,345,same_country_exact,https://www.apmo-official.org/country_report/UZB/2023
2954,Madina Suyunova,"Suyunova, Madina",Uzbekistan,APMO,2024,Madina Suyunova,"Suyunova, Madina",Uzbekistan,UZB,UZB:2024:2,14,Bronze,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/UZB/2024
2957,Begzod Xoshimjonov,"Xoshimjonov, Begzod",Uzbekistan,APMO,2024,Begzod Khoshimjonov,"Khoshimjonov, Begzod",Uzbekistan,UZB,UZB:2024:1,14,Bronze,95,218,156.5,0.5591549296,355,reviewed_alias,https://www.apmo-official.org/country_report/UZB/2024
2961,Elbek Zohidjonov,"Zohidjonov, Elbek",Uzbekistan,APMO,2025,Elbek Zohidjonov,"Zohidjonov, Elbek",Uzbekistan,UZB,UZB:2025:2,26,Silver,35,37,36,0.8925373134,335,same_country_exact,https://www.apmo-official.org/country_report/UZB/2025
2961,Elbek Zohidjonov,"Zohidjonov, Elbek",Uzbekistan,APMO,2026,Elbek Zohidjonov,"Zohidjonov, Elbek",Uzbekistan,UZB,UZB:2026:2,14,Bronze,150,187,168.5,0.5755667506,397,same_country_exact,https://www.apmo-official.org/country_report/UZB/2026
2965,Nhat Minh Bui,"Bui, Nhat Minh",Vietnam,APMO,2026,Nhật Minh Bùi,"Bùi, Nhật Minh",Vietnam,VNM,VNM:2026:9,15,Honourable Mention,136,149,142.5,0.6410579345,397,same_country_exact,https://www.apmo-official.org/country_report/VNM/2026
3079,Dang Nguyen Pham,"Pham, Dang Nguyen",Vietnam,APMO,2026,Đăng Nguyên Phạm,"Phạm, Đăng Nguyên",Vietnam,VNM,VNM:2026:2,25,Silver,39,43,41,0.8967254408,397,same_country_exact,https://www.apmo-official.org/country_report/VNM/2026
