year,medal,medal_bucket_size,rank_start,rank_end,rank_average,percentile,first_country,last_country,country_sequence
2022,Silver,21,41,61,51,0.8229166667,Bangladesh,South Africa,Bangladesh;Bulgaria;Bulgaria;Bulgaria;Hong Kong;Republic of Korea;Macau;Mongolia;Malaysia;Thailand;Tajikistan;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;United States of America;Vietnam;Vietnam;Vietnam;South Africa
2022,Bronze,27,62,88,75,0.7395833333,Bulgaria,South Africa,Bulgaria;Bulgaria;Bulgaria;Bulgaria;Indonesia;Republic of Korea;Macau;Mongolia;Mongolia;Philippines;Philippines;Romania;Thailand;Thailand;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;United States of America;Uzbekistan;Vietnam;Vietnam;Vietnam;Vietnam;South Africa
2022,Bronze,28,89,116,102.5,0.6440972222,Bulgaria,Taiwan,Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bolivia;Hong Kong;Indonesia;Indonesia;Indonesia;Indonesia;Republic of Korea;Macau;Macau;Mexico;Mexico;Mongolia;Malaysia;Philippines;Philippines;Romania;Thailand;Thailand;Thailand;Thailand;Thailand;Thailand;Taiwan;Taiwan
2022,Merit,29,117,145,131,0.5451388889,United Arab Emirates,Bulgaria,United Arab Emirates;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Hong Kong;Indonesia;Indonesia;Indonesia;Republic of Korea;Republic of Korea;Macau;Mexico;Mongolia;Mongolia;Malaysia;Philippines;Romania;Russian Federation;Thailand;Tajikistan;Tajikistan;Taiwan;United States of America;United States of America;Vietnam;Vietnam;Bulgaria
2022,Merit,41,146,186,166,0.4236111111,Bangladesh,South Africa,Bangladesh;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Cyprus;Cyprus;Cyprus;Hong Kong;Indonesia;India;India;Republic of Korea;Macau;Macau;Mongolia;Philippines;Philippines;Philippines;Philippines;Philippines;Romania;Romania;Russian Federation;Russian Federation;Russian Federation;Thailand;Thailand;Tajikistan;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;Uzbekistan;Uzbekistan;Vietnam;Vietnam;South Africa;South Africa;South Africa
2022,Merit,30,187,216,201.5,0.3003472222,Bangladesh,South Africa,Bangladesh;Bangladesh;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Hong Kong;Indonesia;Indonesia;India;Republic of Korea;Macau;Mexico;Mexico;Mongolia;Malaysia;Philippines;Philippines;Romania;Russian Federation;Russian Federation;Thailand;Taiwan;Taiwan;Uzbekistan;South Africa;South Africa;South Africa;South Africa
2023,Gold,4,1,4,2.5,0.9918831169,Republic of Korea,United States of America,Republic of Korea;Republic of Korea;Republic of Korea;United States of America
2023,Gold,7,5,11,8,0.974025974,Hong Kong,United States of America,Hong Kong;Hong Kong;Hong Kong;Kazakhstan;Thailand;Thailand;United States of America
2023,Gold,10,12,21,16.5,0.9464285714,Bulgaria,Vietnam,Bulgaria;Republic of Korea;Macau;Thailand;Taiwan;United States of America;United States of America;United States of America;United States of America;Vietnam
2023,Silver,22,22,43,32.5,0.8944805195,Bulgaria,Vietnam,Bulgaria;Bulgaria;People's Republic of China;People's Republic of China;People's Republic of China;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Kazakhstan;Republic of Korea;Macau;Macau;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;United States of America;Vietnam;Vietnam
2023,Silver,23,44,66,55,0.8214285714,Bulgaria,Vietnam,Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;People's Republic of China;People's Republic of China;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Romania;Vietnam;Kazakhstan;Macau;Mongolia;Thailand;Thailand;Uzbekistan;Vietnam;Vietnam
2023,Bronze,23,67,89,78,0.7467532468,United Arab Emirates,Vietnam,United Arab Emirates;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;People's Republic of China;Cyprus;Hong Kong;Kazakhstan;Republic of Korea;Peru;Philippines;Romania;Thailand;Tajikistan;Tajikistan;Taiwan;Vietnam
2023,Bronze,39,90,128,109,0.6461038961,Bulgaria,South Africa,Bulgaria;People's Republic of China;People's Republic of China;People's Republic of China;People's Republic of China;Hong Kong;Hong Kong;Hong Kong;Indonesia;Indonesia;Kazakhstan;Kazakhstan;Macau;Macau;Macau;Macau;Mongolia;Mongolia;Mongolia;Mongolia;Mongolia;Mongolia;Peru;Philippines;Philippines;Philippines;Romania;Russian Federation;Thailand;Thailand;Thailand;Tajikistan;Taiwan;Taiwan;Taiwan;United States of America;Uzbekistan;Vietnam;South Africa
2023,Merit,15,129,143,136,0.5584415584,Bulgaria,Bulgaria,Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;Bulgaria;People's Republic of China;People's Republic of China;People's Republic of China;Bulgaria
2023,Merit,27,144,170,157,0.4902597403,Indonesia,South Africa,Indonesia;India;Kazakhstan;Mexico;Mexico;Mongolia;Peru;Philippines;Philippines;Romania;Romania;Russian Federation;Russian Federation;Thailand;Thailand;Thailand;Thailand;Tajikistan;Tajikistan;Taiwan;Taiwan;Taiwan;Uzbekistan;Uzbekistan;Uzbekistan;South Africa;South Africa
2023,Merit,31,171,201,186,0.3961038961,Bulgaria,South Africa,Bulgaria;Bulgaria;Bulgaria;Bolivia;Bolivia;Botswana;People's Republic of China;Cyprus;Cyprus;Cyprus;Cyprus;Hong Kong;Indonesia;India;Kazakhstan;Republic of Korea;Mexico;Mongolia;Peru;Peru;Philippines;Romania;Romania;Russian Federation;Thailand;Thailand;Tajikistan;Tajikistan;Taiwan;South Africa;South Africa
2023,Merit,37,202,238,220,0.2857142857,Bangladesh,South Africa,Bangladesh;Bangladesh;Bangladesh;Bulgaria;Bulgaria;Bulgaria;Botswana;Botswana;People's Republic of China;Cyprus;Cyprus;Ghana;Ghana;Indonesia;Indonesia;Indonesia;India;India;India;India;Republic of Korea;Mexico;Mongolia;Mongolia;Peru;Philippines;Philippines;Romania;Taiwan;Uzbekistan;Uzbekistan;Uzbekistan;Vietnam;South Africa;South Africa;South Africa;South Africa
